"","SRR1033183","SRR1033278","SRR1033010","SRR1033228","SRR1033161","SRR1032930","SRR1032912","SRR1032941","SRR1033275","SRR1032971","SRR1032972","SRR1032981","SRR1032945","SRR1032948","SRR1032953","SRR1032982","SRR1032924","SRR1032964","SRR1032985","SRR1032989"
"SLCO2B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO3A1",0,0,1,15,0,12,1,1,13,0,0,0,0,0,0,0,0,0,0,0
"SLCO4A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO4C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO5A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO6A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLED1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLFN11",0,15,2,0,0,19,0,0,64,0,2,9,0,14,1,6,0,10,0,12
"SLFN12",0,0,0,0,0,1,6,14,0,1,0,5,0,10,0,1,0,0,8,0
"SLFN12L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLFN13",0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2
"SLFN14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLFN5",0,0,0,41,1,2,20,51,22,0,4,0,2,17,45,43,30,0,13,13
"SLFNL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLFNL1-AS1",0,1,0,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"SLIRP",821,372,679,860,1164,1630,614,941,784,788,1370,1606,1862,1547,1400,1275,1503,1685,1484,1417
"SLIT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLIT2",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22,0,0
"SLIT2-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLIT3",0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SLITRK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLITRK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLITRK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLITRK4",0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0
"SLITRK5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLITRK6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLK",31,5,18,42,16,1,10,32,34,54,79,2,2,0,7,3,40,35,7,66
"SLMAP",0,3,0,10,0,1,0,0,27,0,0,48,0,0,28,4,0,0,10,3
"SLMO1",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLMO2",179,87,47,273,87,189,232,270,114,154,130,386,489,237,66,196,52,171,66,231
"SLMO2-ATP5E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLTM",24,60,32,73,14,139,10,22,3,13,18,33,1,28,7,43,13,19,63,37
"SLU7",8,16,0,2,9,6,6,33,1,13,16,93,36,15,5,42,83,0,32,1
"SLURP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLX1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLX1A-SULT1A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLX1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLX4",17,0,0,17,2,0,0,6,1,0,6,0,0,1,0,0,0,0,10,19
"SLX4IP",0,0,0,0,0,0,1,0,0,0,129,0,0,0,0,0,15,0,0,0
"SMA4",2,0,0,2,4,8,0,0,2,2,0,60,2,6,1,0,9,0,0,1
"SMA5",2,15,0,21,6,29,0,0,0,0,0,0,0,3,0,1,25,0,14,20
"SMAD1",52,0,0,29,0,0,3,77,66,0,2,47,16,13,0,5,1,0,38,0
"SMAD2",60,38,4,25,69,62,9,91,16,52,15,10,27,0,1,73,20,1,26,17
"SMAD3",153,86,5,51,26,0,0,0,36,0,0,15,1,10,66,0,85,32,0,2
"SMAD4",5,5,0,20,5,1,4,4,5,23,4,4,0,1,4,0,48,4,32,12
"SMAD5",26,4,18,7,15,4,4,0,44,15,4,118,61,22,48,67,16,37,1,11
"SMAD5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMAD6",0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0
"SMAD7",0,0,0,0,5,0,80,0,0,49,1,0,8,59,0,75,0,0,0,0
"SMAD9",0,0,0,2,0,42,39,2,22,9,36,0,38,0,0,17,4,7,0,0
"SMAGP",0,1,0,74,0,0,2,118,74,0,19,0,223,96,91,1,27,20,179,26
"SMAP1",0,30,0,25,3,3,2,15,0,6,2,0,69,14,0,54,12,53,0,30
"SMAP2",26,0,0,2,0,0,2,4,9,0,83,0,0,0,0,0,2,0,0,0
"SMARCA1",0,115,0,0,37,4,2,0,54,3,0,0,18,1,8,5,25,57,0,31
"SMARCA2",4,1,16,19,0,1,37,11,1,1,3,35,33,17,38,6,5,43,15,59
"SMARCA4",59,50,0,0,4,31,1,30,31,1,9,8,37,35,0,20,45,10,31,125
"SMARCA5",36,14,1,51,2,3,33,27,10,1,9,0,14,12,17,1,16,30,16,0
"SMARCAD1",139,38,1,20,2,7,12,21,9,0,35,36,0,50,2,0,1,0,12,24
"SMARCAL1",0,0,0,0,0,0,45,8,4,94,1,0,0,0,0,2,0,0,0,0
"SMARCB1",0,0,0,1,2,3,50,3,1,29,2,11,0,15,0,0,0,4,0,0
"SMARCC1",57,37,0,3,26,45,85,57,91,11,39,102,18,37,69,33,3,38,0,2
"SMARCC2",56,25,30,17,22,19,13,8,44,8,20,52,60,14,4,53,10,23,17,7
"SMARCD1",0,0,0,12,3,2,0,6,2,1,3,0,1,0,1,1,5,3,0,0
"SMARCD2",3,0,2,4,0,0,32,2,1,0,1,0,0,3,14,0,0,0,4,0
"SMARCD3",5,0,0,0,0,137,1,0,0,1,62,176,34,0,0,37,0,0,0,0
"SMARCE1",723,84,52,20,87,180,52,36,112,123,102,154,390,50,27,241,235,130,91,51
"SMC1A",101,36,8,33,9,16,22,43,9,44,28,36,65,29,32,26,22,58,48,37
"SMC1B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMC2",25,92,85,111,172,10,30,80,28,21,34,36,30,61,63,25,40,50,46,41
"SMC3",78,89,0,50,94,79,173,50,103,77,35,152,109,28,122,97,66,229,30,80
"SMC4",150,283,290,197,96,61,118,220,144,167,78,34,76,98,84,30,71,130,128,88
"SMC5",1,2,0,14,6,8,17,1,39,25,31,11,28,52,1,15,59,37,15,7
"SMC6",17,3,60,33,1,16,24,19,8,44,39,12,81,13,12,22,16,53,19,8
"SMCHD1",2,8,0,34,38,0,5,0,15,27,2,12,5,6,9,2,8,1,0,0
"SMCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMCR5",0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0
"SMCR7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"SMCR7L",2,1,16,26,0,0,14,4,9,0,2,4,2,4,1,40,15,18,42,2
"SMCR8",0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"SMCR9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMEK1",0,62,0,33,6,23,10,87,52,6,30,4,0,11,28,61,57,11,5,7
"SMEK2",5,2,61,13,0,0,0,0,42,0,31,0,10,12,1,18,0,3,0,0
"SMEK3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMG1",1,0,19,3,11,2,6,1,2,32,2,10,5,9,3,10,3,2,0,0
"SMG1P1",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1
"SMG5",0,0,0,1,0,0,19,8,2,0,0,3,0,2,16,1,0,0,40,0
"SMG6",0,7,0,1,34,3,2,2,46,0,3,0,0,4,8,0,0,36,0,1
"SMG7",0,22,0,0,0,0,1,6,24,0,0,29,0,0,0,20,0,53,17,0
"SMG7-AS1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SMG8",0,5,0,1,1,0,6,0,1,0,0,0,0,16,0,0,0,0,0,0
"SMG9",17,2,51,20,157,22,54,0,0,14,60,89,0,0,0,21,0,0,0,10
"SMIM1",0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
"SMIM10",0,0,0,0,0,0,0,0,17,0,0,0,0,10,0,0,0,5,12,2
"SMIM11",0,29,0,14,0,37,20,47,71,126,50,0,58,128,6,10,40,0,2,1
"SMIM12",93,0,0,0,26,41,22,19,3,0,5,3,0,4,37,3,27,2,11,10
"SMIM13",0,2,0,0,0,7,0,1,0,0,0,0,0,1,0,0,23,0,10,0
"SMIM14",0,4,1,739,6,1,95,18,4,6,25,0,37,1,184,90,20,0,0,225
"SMIM15",1,104,73,23,0,112,183,264,4,14,22,130,31,17,20,37,128,17,32,82
"SMIM16",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM17",1,2,0,10,0,1,0,0,4,0,39,0,4,1,1,0,5,0,2,0
"SMIM18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM2-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM3",0,159,0,1,0,3,7,5,83,0,37,0,1,9,14,102,32,87,7,20
"SMIM4",90,13,329,8,0,120,74,45,53,185,73,7,27,70,55,61,210,23,105,133
"SMIM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM7",224,98,6,321,4,74,136,111,89,3,12,4,66,182,84,252,13,6,207,197
"SMIM8",0,0,0,0,0,18,0,2,3,0,0,1,0,1,0,16,0,0,2,0
"SMIM9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMKR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMLR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMN1",14,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
"SMN2",2,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1,0,0,0,0
"SMNDC1",14,0,22,11,15,2,65,43,0,12,8,17,7,19,1,46,13,0,1,92
"SMO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMOC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,0,0,0
"SMOC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMOX",2,0,0,2,10,0,0,0,10,0,6,0,0,4,0,0,0,0,0,0
"SMPD1",0,0,1,0,11,1,75,4,5,0,0,0,1,16,5,33,66,15,3,0
"SMPD2",0,0,0,0,0,0,2,0,0,0,0,0,28,0,0,0,0,0,0,0
"SMPD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMPD4",15,40,0,5,51,9,8,68,1,0,0,8,21,30,34,8,26,1,0,1
"SMPDL3A",0,2,2,2,1,4,80,0,125,56,0,0,1,27,3,0,0,0,0,1
"SMPDL3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMPX",461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMS",356,374,98,223,452,461,490,305,389,417,208,21,142,427,237,361,140,791,186,502
"SMTN",0,3,0,19,1,0,8,13,0,0,0,0,11,0,0,0,18,0,0,0
"SMTNL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMTNL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMU1",56,72,96,49,109,19,62,86,83,12,76,38,39,65,25,55,36,108,18,11
"SMUG1",0,226,0,92,275,337,10,31,127,17,144,10,3,0,38,0,14,107,0,37
"SMURF1",0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"SMURF2",90,57,3,50,12,107,127,92,10,52,10,4,45,120,44,135,54,10,57,14
"SMYD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMYD2",0,0,0,0,0,8,9,2,2,2,1,0,0,13,1,8,16,0,0,0
"SMYD3",0,0,0,0,2,17,165,12,123,0,16,16,0,152,2,2,4,0,0,0
"SMYD4",1,0,15,2,0,0,2,8,0,0,1,0,0,0,0,2,0,0,6,0
"SMYD5",0,0,0,11,0,0,0,0,18,0,0,0,1,0,0,0,0,0,68,0
"SNAI1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAI2",0,26,0,11,163,80,322,58,26,88,206,0,5,86,0,55,1,10,39,112
"SNAI3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAI3-AS1",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAP23",1,43,30,0,10,1,20,18,8,45,13,29,0,27,62,145,22,153,70,94
"SNAP25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAP25-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAP29",0,28,0,7,0,0,6,5,20,0,6,82,0,25,3,8,71,0,9,0
"SNAP47",0,4,0,45,0,5,27,2,69,13,0,5,88,73,150,6,0,0,11,0
"SNAP91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAPC1",111,252,0,90,84,72,388,169,0,90,153,0,113,106,3,34,7,126,36,0
"SNAPC2",1,0,142,24,0,2,0,1,20,0,0,0,0,0,0,0,1,0,0,22
"SNAPC3",5,1,0,4,2,10,14,2,0,0,13,0,44,0,0,24,0,1,0,1
"SNAPC4",0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAPC5",0,0,7,20,21,11,3,7,8,0,26,0,0,2,38,2,5,0,38,0
"SNAPIN",250,34,360,34,19,313,48,2,116,21,28,142,8,110,49,44,142,2,47,22
"SNAR-A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-G1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-G2",0,0,0,496,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0
"SNAR-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNCAIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNCB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNCG",0,0,0,3,0,0,6,5,3,0,0,0,0,0,0,0,0,0,0,54
"SND1",12,78,0,72,73,5,46,16,98,88,68,25,108,13,10,10,32,37,9,14
"SND1-IT1",0,0,0,0,0,162,0,0,50,0,0,0,0,1,0,0,0,1,0,0
"SNED1",0,0,0,0,0,26,8,0,0,6,1,0,0,0,10,0,0,0,0,0
"SNF8",20,0,0,39,41,19,89,16,25,29,79,0,7,3,21,0,100,14,23,24
"SNHG1",0,0,0,66,100,260,82,220,8,41,240,135,423,193,380,265,163,0,0,54
"SNHG10",0,0,0,0,0,5,14,0,0,0,0,7,0,11,0,0,78,0,111,0
"SNHG11",0,0,0,0,0,63,0,0,0,0,1,7,0,6,0,0,0,0,20,2
"SNHG12",29,27,43,14,0,4,17,9,9,0,17,152,43,0,1,2,18,4,29,0
"SNHG15",255,0,0,224,1,115,166,157,29,0,104,0,156,19,0,79,31,0,0,66
"SNHG16",27,184,73,269,246,244,49,170,321,30,391,685,263,134,141,247,50,370,256,106
"SNHG3",78,19,6,135,0,10,85,1,48,6,179,227,81,68,123,47,93,581,165,115
"SNHG4",0,9,0,17,0,0,0,0,8,0,9,1,0,0,0,0,32,0,0,0
"SNHG5",14,200,55,94,76,225,74,274,298,362,110,0,293,349,79,273,174,214,241,31
"SNHG6",33,232,74,662,388,344,141,450,623,421,357,65,175,482,243,263,207,89,190,191
"SNHG7",0,2,0,0,0,0,0,0,1,1,46,0,0,6,0,0,0,0,0,0
"SNHG8",124,0,33,317,187,0,50,254,8,9,10,12,161,125,27,518,72,475,182,0
"SNHG9",0,14,522,132,113,55,179,124,74,215,452,0,38,69,0,274,223,106,284,19
"SNIP1",0,0,0,13,1,1,3,0,0,0,7,0,0,8,0,4,0,0,16,0
"SNN",0,8,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"SNORA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0
"SNORA11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA11B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA11C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA11E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA12",921,0,0,0,0,0,0,0,0,0,157,0,628,0,0,0,196,0,229,146
"SNORA13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA14A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA14B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA16A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA16B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA18",0,0,3034,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA19",0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0
"SNORA20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA21",0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA23",0,0,0,0,0,0,50,221,0,0,0,0,0,153,33,0,0,0,0,41
"SNORA24",0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA25",0,0,0,0,0,0,388,0,170,0,0,0,0,0,0,0,0,0,0,0
"SNORA26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA27",0,0,0,0,0,0,0,638,0,0,0,519,0,0,0,0,0,0,0,0
"SNORA28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310,0,0,0,0
"SNORA29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA3",1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
"SNORA32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA33",0,465,0,0,0,0,730,0,0,0,0,328,0,0,0,489,0,0,0,0
"SNORA34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA36A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA36B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA36C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA38B",0,0,0,0,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA4",0,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA41",0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0
"SNORA42",0,0,0,0,0,0,0,0,0,0,0,0,2395,0,0,0,0,0,434,0
"SNORA43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA48",1676,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA51",0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,519,0,0,0,0
"SNORA52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
"SNORA54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA58",0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,71,0,0,0
"SNORA59A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA59B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA5A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA5B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA5C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA6",0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,392,0,0
"SNORA60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA61",0,0,0,0,0,0,0,0,185,0,378,0,2294,0,0,0,472,343,1660,0
"SNORA62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0
"SNORA63",0,0,978,506,0,0,0,0,0,0,1404,0,0,0,0,0,0,0,0,0
"SNORA64",0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,286,0,0
"SNORA67",0,0,0,0,0,1781,0,0,0,0,0,0,2534,0,0,392,0,228,368,0
"SNORA68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA70",0,0,0,253,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0
"SNORA70B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA70C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA70D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA70E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA70F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA70G",0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA71A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA71B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA71C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA71D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
