"","out01_0","out02_0","out03_0","out04_0","out05_0","out06_0","out07_0","out08_0","out09_0"
"TNPO3",25,26,26,25,23,27,27,25,27
"TNR",0,0,0,0,0,0,0,0,0
"TNRC18",0,0,0,0,0,0,0,0,0
"TNRC18P1",0,0,0,0,0,0,0,0,0
"TNRC6A",7,7,7,8,8,10,11,10,12
"TNRC6B",37,34,31,30,25,26,23,21,20
"TNRC6C",3,2,2,2,2,2,3,2,3
"TNS1",28,26,23,20,15,14,11,9,7
"TNS3",22,22,22,25,22,25,26,26,28
"TNS4",0,0,0,0,0,0,0,0,0
"TNXA",0,0,0,0,0,0,0,0,0
"TNXB",0,0,0,0,0,0,0,0,0
"TOB1",543,496,447,408,310,306,272,220,200
"TOB1-AS1",0,0,0,0,0,0,0,0,0
"TOB2",19,18,17,15,13,14,12,9,11
"TOB2P1",0,0,0,0,0,0,0,0,0
"TOE1",3,6,10,12,12,17,18,20,22
"TOLLIP",7,7,7,5,5,4,4,3,4
"TOM1",12,11,10,8,6,6,4,4,2
"TOM1L1",29,27,27,25,20,23,21,16,18
"TOM1L2",11,10,9,9,7,7,6,4,4
"TOMM20",56,52,51,49,41,44,42,38,38
"TOMM20L",0,2,0,1,1,0,1,0,0
"TOMM22",273,289,282,277,244,280,288,255,269
"TOMM34",46,54,58,67,66,78,83,78,88
"TOMM40",2,2,2,2,2,3,3,3,3
"TOMM40L",2,2,1,2,1,1,1,1,2
"TOMM5",543,586,616,671,603,700,751,704,795
"TOMM6",209,225,227,242,221,260,278,250,290
"TOMM7",240,236,254,260,228,270,290,248,282
"TOMM70A",18,20,20,22,21,25,28,26,28
"TONSL",2,1,1,2,1,2,2,1,2
"TOP1",23,25,27,30,28,35,37,34,39
"TOP1MT",5,6,8,7,8,12,13,11,13
"TOP1P1",0,0,0,0,0,0,0,0,0
"TOP1P2",0,0,0,0,0,0,0,0,0
"TOP2A",23,42,66,84,91,121,133,140,164
"TOP2B",51,50,47,45,37,42,39,34,37
"TOP3A",5,6,8,8,9,11,12,11,14
"TOP3B",7,6,6,6,5,5,4,4,3
"TOPAZ1",0,0,0,0,0,0,0,0,0
"TOPBP1",4,7,9,11,11,14,16,17,19
"TOPORS",29,27,28,29,27,30,31,28,30
"TOR1A",62,58,59,58,48,55,53,48,50
"TOR1AIP1",17,18,20,21,19,24,27,28,29
"TOR1AIP2",131,133,131,133,116,129,130,120,130
"TOR1B",1,1,1,1,1,2,1,2,1
"TOR2A",1,1,1,1,1,2,1,1,2
"TOR3A",1,2,3,5,5,6,7,7,8
"TOR4A",1,1,1,1,1,2,1,1,2
"TOX",1,2,2,2,2,3,3,2,3
"TOX2",0,0,0,0,0,0,0,0,0
"TOX3",0,0,0,0,0,0,0,0,0
"TOX4",64,59,56,53,44,47,46,39,42
"TP53",77,78,79,80,73,78,85,78,84
"TP53AIP1",0,0,0,0,0,0,0,0,0
"TP53BP1",34,32,29,26,21,22,21,16,16
"TP53BP2",14,12,12,11,10,10,10,8,9
"TP53I11",22,20,18,16,11,12,10,7,7
"TP53I13",0,0,0,0,0,0,1,0,0
"TP53I3",65,64,57,50,41,41,42,31,32
"TP53INP1",59,51,45,40,29,29,25,18,15
"TP53INP2",28,23,22,18,14,14,11,9,7
"TP53RK",6,6,7,6,5,7,8,7,7
"TP53TG1",5,6,8,10,11,13,12,12,11
"TP53TG3",0,0,0,0,0,0,0,0,0
"TP53TG3B",0,0,0,0,0,0,0,0,0
"TP53TG3C",0,0,0,0,0,0,0,0,0
"TP53TG3D",0,0,0,0,0,0,0,0,0
"TP53TG5",1,1,0,0,0,0,0,0,0
"TP63",1,1,1,0,0,0,0,0,0
"TP73",0,0,1,0,1,1,1,1,1
"TP73-AS1",2,2,2,2,1,2,2,2,1
"TPBG",2,2,3,3,3,4,5,5,6
"TPBGL",0,0,0,0,0,0,0,0,0
"TPCN1",1,0,1,1,0,0,0,0,0
"TPCN2",3,3,3,2,2,2,1,1,1
"TPD52",1,2,3,3,4,5,6,6,8
"TPD52L1",33,28,24,18,13,12,9,6,3
"TPD52L2",39,42,43,46,44,50,54,48,53
"TPD52L3",0,0,0,0,0,0,0,0,0
"TPGS1",0,0,0,0,0,0,0,0,0
"TPGS2",31,35,40,38,37,43,47,45,48
"TPH1",0,0,0,0,0,0,0,0,0
"TPH2",0,0,0,0,0,0,0,0,0
"TPI1",2581,2707,2859,2943,2724,3234,3387,3170,3524
"TPI1P2",0,0,0,0,0,0,0,0,0
"TPI1P3",1,1,1,1,1,1,0,0,0
"TPK1",0,0,0,0,0,0,0,0,0
"TPM1",977,896,822,745,596,620,559,441,441
"TPM2",1170,1039,958,870,686,693,610,469,440
"TPM3",171,196,208,231,221,268,289,272,306
"TPM3P9",6,7,6,5,6,5,6,5,5
"TPM4",279,305,331,365,346,406,435,421,475
"TPMT",20,19,19,18,17,20,21,18,21
"TPO",0,0,0,0,0,0,0,0,0
"TPP1",9,10,9,9,7,8,8,6,7
"TPP2",44,40,39,38,32,33,31,27,28
"TPPP",0,0,0,0,0,0,0,0,0
"TPPP2",0,0,0,0,0,0,0,0,0
"TPPP3",66,68,53,53,39,42,33,22,21
"TPR",27,29,31,32,30,36,38,36,40
"TPRA1",6,7,8,9,8,10,10,9,9
"TPRG1",2,1,1,1,1,1,1,0,0
"TPRG1-AS2",0,0,0,0,0,0,0,0,0
"TPRG1L",9,9,8,9,7,8,9,8,9
"TPRKB",66,77,90,111,109,125,145,129,154
"TPRN",0,0,0,0,0,0,0,0,0
"TPRX1",0,0,0,0,0,0,0,0,0
"TPRXL",0,0,0,0,0,0,0,0,0
"TPSAB1",0,0,0,0,0,0,0,0,0
"TPSB2",0,0,0,0,0,0,0,0,0
"TPSD1",0,0,0,0,0,0,0,0,0
"TPSG1",0,0,1,0,0,0,0,0,0
"TPST1",3,5,6,9,8,11,12,11,13
"TPST2",10,11,12,12,11,15,14,12,13
"TPT1",1574,1546,1528,1572,1359,1546,1585,1419,1537
"TPT1-AS1",1,1,1,1,1,1,1,1,1
"TPTE",0,0,0,0,0,0,0,0,0
"TPTE2",0,0,1,0,0,0,0,0,0
"TPTE2P1",0,0,0,0,0,0,0,0,0
"TPTE2P3",0,0,0,0,0,0,0,0,0
"TPTE2P5",0,0,0,0,0,0,0,0,0
"TPTE2P6",0,0,0,0,0,0,0,0,0
"TPTEP1",0,1,0,0,1,1,1,0,0
"TPX2",23,42,57,74,78,105,116,121,144
"TRA2A",300,301,290,295,261,291,296,273,303
"TRA2B",34,40,42,46,44,52,58,57,64
"TRABD",2,1,1,1,1,1,1,0,1
"TRABD2A",1,1,1,1,1,2,2,2,3
"TRABD2B",0,0,0,0,0,0,0,0,0
"TRADD",1,0,1,1,0,1,0,0,0
"TRAF1",0,0,0,0,0,0,0,0,0
"TRAF2",2,3,2,2,1,2,2,1,2
"TRAF3",2,2,2,2,1,2,2,2,2
"TRAF3IP1",5,5,6,7,7,9,9,8,10
"TRAF3IP2",2,2,3,3,3,4,4,4,4
"TRAF3IP2-AS1",15,18,16,15,15,17,17,15,17
"TRAF3IP3",0,0,0,0,0,0,0,0,0
"TRAF4",5,5,4,4,3,3,2,2,1
"TRAF5",13,13,12,10,8,9,7,5,6
"TRAF6",10,9,8,7,5,5,4,3,3
"TRAF7",3,4,3,3,3,4,4,3,3
"TRAFD1",39,35,32,25,19,19,15,11,8
"TRAIP",3,5,7,8,8,13,13,14,15
"TRAK1",28,25,23,21,17,15,13,10,9
"TRAK2",41,38,36,34,29,31,28,25,25
"TRAM1",69,69,73,73,64,76,76,72,81
"TRAM1L1",1,0,1,1,1,1,1,1,1
"TRAM2",24,25,27,28,27,31,32,31,35
"TRANK1",0,0,0,0,0,0,0,0,0
"TRAP1",53,51,51,50,46,49,52,46,50
"TRAPPC1",81,85,83,85,70,71,82,72,82
"TRAPPC10",2,2,2,3,3,3,3,4,4
"TRAPPC11",6,6,6,6,5,7,8,7,8
"TRAPPC12",7,6,5,6,4,5,4,4,3
"TRAPPC13",22,21,23,26,23,28,31,26,32
"TRAPPC2",95,89,87,83,70,72,70,62,63
"TRAPPC2L",316,329,314,318,255,287,275,241,245
"TRAPPC2P1",47,41,35,38,22,22,21,20,16
"TRAPPC3",11,13,14,12,11,12,12,10,11
"TRAPPC4",123,135,139,153,145,174,177,161,192
"TRAPPC5",29,38,34,38,29,36,40,35,37
"TRAPPC6A",12,9,9,11,11,12,13,10,10
"TRAPPC6B",17,17,17,17,15,17,16,15,17
"TRAPPC8",6,6,6,7,7,9,9,9,10
"TRAPPC9",3,3,2,2,2,1,1,1,1
"TRAT1",0,0,0,0,0,0,0,0,0
"TRDMT1",2,2,2,2,2,2,2,2,2
"TRDN",0,0,0,0,0,0,0,0,0
"TREH",0,0,0,0,0,0,0,0,0
"TREM1",0,0,0,0,0,0,0,0,0
"TREM2",0,0,0,0,0,0,0,0,0
"TREML1",0,0,0,0,0,0,0,0,0
"TREML2",0,0,0,0,0,0,0,0,0
"TREML3P",0,0,0,0,0,0,0,0,0
"TREML4",0,0,0,0,0,0,0,0,0
"TREML5P",0,0,0,0,0,0,0,0,0
"TRERF1",1,1,1,1,1,1,1,1,1
"TREX1",8,10,10,12,11,15,17,15,18
"TREX2",0,0,0,0,0,0,0,0,0
"TRH",0,0,0,0,0,0,0,0,0
"TRHDE",0,1,1,1,2,2,2,2,3
"TRHDE-AS1",0,0,0,0,0,0,0,0,0
"TRHR",0,0,0,0,0,0,0,0,0
"TRIAP1",167,178,170,183,156,170,178,171,186
"TRIB1",1,2,2,2,3,3,4,3,4
"TRIB2",5,6,5,4,4,3,3,2,2
"TRIB3",3,3,3,4,3,4,4,4,5
"TRIL",0,0,0,0,0,0,0,0,0
"TRIM10",0,0,0,0,0,0,0,0,0
"TRIM11",2,2,2,2,2,2,2,2,2
"TRIM13",31,30,28,28,22,23,22,19,19
"TRIM14",7,6,5,4,4,3,3,2,2
"TRIM15",0,0,0,0,0,0,0,0,0
"TRIM16",51,47,45,44,37,42,41,35,36
"TRIM16L",23,25,21,22,19,22,22,19,22
"TRIM17",0,0,0,0,0,0,0,0,0
"TRIM2",6,6,5,5,4,5,4,4,4
"TRIM21",13,12,11,10,7,8,6,4,5
"TRIM22",58,53,46,41,31,28,27,20,19
"TRIM23",14,12,11,11,8,8,6,6,5
"TRIM24",3,4,4,5,5,6,6,6,6
"TRIM25",2,2,3,3,3,4,4,4,5
"TRIM26",30,35,35,39,36,44,45,44,50
"TRIM27",17,16,15,15,15,17,17,14,17
"TRIM28",17,17,15,16,14,14,15,14,15
"TRIM29",0,0,0,0,0,0,0,0,0
"TRIM3",0,1,1,1,1,1,1,2,2
"TRIM31",0,0,0,0,0,0,0,0,0
"TRIM32",14,14,10,10,8,8,8,7,6
"TRIM33",5,5,5,6,5,6,6,6,7
"TRIM34",0,1,0,0,1,0,0,0,0
"TRIM35",10,10,11,11,10,11,12,11,12
"TRIM36",10,8,9,7,5,4,4,2,1
"TRIM37",9,8,7,7,5,6,5,4,5
"TRIM38",18,17,15,17,14,16,15,13,15
"TRIM39",2,3,3,2,2,2,2,2,2
"TRIM39-RPP21",2,2,2,3,1,2,3,2,2
"TRIM4",2,3,5,5,6,9,8,8,9
"TRIM40",0,0,0,0,0,0,0,0,0
"TRIM41",0,0,0,1,1,1,1,1,2
"TRIM42",0,0,0,0,0,0,0,0,0
"TRIM43",0,0,0,0,0,0,0,0,0
"TRIM43B",0,0,0,0,0,0,0,0,0
"TRIM44",17,18,19,20,18,20,21,20,21
"TRIM45",4,4,5,5,4,5,5,5,5
"TRIM46",0,0,0,0,0,0,0,0,0
"TRIM47",1,1,1,1,1,1,2,2,2
"TRIM48",0,0,0,0,0,0,0,0,0
"TRIM49",0,0,0,0,0,0,0,0,0
"TRIM49B",0,0,0,0,0,0,0,0,0
"TRIM49C",0,0,0,0,0,0,0,0,0
"TRIM49D1P",0,0,0,0,0,0,0,0,0
"TRIM49D2P",0,0,0,0,0,0,0,0,0
"TRIM5",68,64,57,57,44,47,47,38,40
"TRIM50",0,0,0,0,0,0,0,0,0
"TRIM51",0,0,0,0,0,0,0,0,0
"TRIM51HP",0,0,0,0,0,0,0,0,0
"TRIM52",1,2,2,2,2,2,2,2,2
"TRIM53AP",0,0,0,0,0,0,0,0,0
"TRIM54",3,5,3,3,2,2,1,1,0
"TRIM55",155,147,143,136,113,128,126,112,124
"TRIM56",1,2,1,2,1,1,2,1,2
"TRIM58",0,0,0,0,0,0,0,0,0
"TRIM59",220,244,274,302,289,346,372,357,412
"TRIM6",0,1,0,1,1,1,1,2,2
"TRIM6-TRIM34",0,0,0,0,0,0,0,0,0
"TRIM60",0,0,0,0,0,0,0,0,0
"TRIM61",4,4,4,5,3,3,5,3,4
"TRIM62",0,1,1,1,2,2,2,2,2
"TRIM63",0,0,0,0,0,0,0,0,0
"TRIM64",0,0,0,0,0,0,0,0,0
"TRIM64B",0,0,0,0,0,0,0,0,0
"TRIM64C",0,0,0,0,0,0,0,0,0
"TRIM65",1,1,2,1,2,2,2,3,4
"TRIM66",2,1,1,1,1,1,1,1,1
"TRIM67",0,0,0,0,0,0,0,0,0
"TRIM68",4,4,4,4,3,3,3,2,3
"TRIM69",0,0,0,0,0,0,0,0,0
"TRIM7",0,0,1,0,0,1,1,1,1
"TRIM71",0,0,0,0,0,0,0,0,0
"TRIM72",0,0,0,0,0,0,0,0,0
"TRIM74",0,0,0,0,0,0,0,0,0
"TRIM77",0,0,0,0,0,0,0,0,0
"TRIM8",41,39,37,36,25,28,26,22,21
"TRIM9",0,0,0,0,0,0,0,0,0
"TRIML1",0,0,0,0,0,0,0,0,0
"TRIML2",0,0,0,0,0,0,0,0,0
"TRIO",14,13,13,12,11,12,11,10,10
"TRIOBP",8,9,10,11,11,13,14,14,15
"TRIP10",14,13,10,10,9,11,12,9,9
"TRIP11",24,24,22,21,19,21,22,19,20
"TRIP12",19,18,19,19,18,20,20,18,20
"TRIP13",7,12,18,25,26,30,38,41,47
"TRIP4",46,45,42,43,39,43,43,40,41
"TRIP6",26,21,23,24,18,20,20,19,20
"TRIQK",6,7,6,7,6,6,7,7,7
"TRIT1",20,19,16,16,13,14,11,11,10
"TRMT1",4,5,5,6,5,7,7,8,7
"TRMT10A",4,4,4,3,3,3,3,2,2
"TRMT10B",8,8,7,7,5,6,5,5,5
"TRMT10C",37,39,42,39,36,42,43,40,44
"TRMT11",28,27,25,26,19,23,18,18,17
"TRMT112",606,673,654,692,599,695,733,685,764
"TRMT12",4,5,7,7,8,10,10,10,12
"TRMT13",14,13,13,12,10,10,9,9,8
"TRMT1L",4,3,3,3,3,3,3,2,2
"TRMT2A",3,4,3,2,2,2,1,1,1
"TRMT2B",2,3,2,3,2,3,3,3,3
"TRMT44",4,4,3,4,3,3,3,3,3
"TRMT5",15,14,14,12,11,11,10,9,8
"TRMT6",12,17,17,20,22,28,32,32,33
"TRMT61A",1,1,1,1,0,0,0,0,0
"TRMT61B",24,24,24,27,23,25,31,25,29
"TRMU",13,12,13,14,15,14,14,13,15
"TRNAU1AP",58,58,57,56,50,58,56,48,55
"TRNP1",0,1,1,1,1,2,2,2,3
"TRNT1",28,28,26,27,25,26,26,24,24
"TRO",26,24,21,18,13,12,10,7,5
"TROAP",22,24,32,31,33,46,44,49,55
"TROVE2",104,101,96,91,76,79,75,67,68
"TRPA1",1,1,1,1,1,1,2,2,2
"TRPC1",5,4,4,4,3,3,2,2,2
"TRPC2",0,0,0,0,0,0,0,0,0
"TRPC3",0,0,0,0,0,0,0,0,0
"TRPC4",0,1,1,1,1,2,2,2,3
"TRPC4AP",13,12,12,10,9,10,8,7,8
"TRPC5",0,0,0,0,0,0,0,0,0
"TRPC5OS",0,0,0,0,0,0,0,0,0
"TRPC6",0,0,0,0,0,0,0,0,0
"TRPC7",0,0,0,0,0,0,0,0,0
"TRPM1",0,0,0,0,0,0,0,0,0
"TRPM2",0,0,0,0,0,0,0,0,0
"TRPM3",0,0,0,0,0,0,0,0,0
"TRPM4",3,3,2,2,2,1,1,1,1
"TRPM5",0,0,0,0,0,0,0,0,0
"TRPM6",0,0,0,0,0,0,0,0,0
"TRPM7",8,7,8,8,7,8,8,7,7
"TRPM8",0,0,0,0,0,0,0,0,0
"TRPS1",11,11,10,9,8,8,8,7,6
"TRPT1",58,58,53,53,47,50,51,39,41
"TRPV1",4,3,2,3,2,2,1,1,1
"TRPV2",13,13,9,10,8,9,9,7,8
"TRPV3",0,0,0,0,0,0,0,0,0
"TRPV4",0,0,0,0,0,0,0,0,0
"TRPV5",0,0,0,0,0,0,0,0,0
"TRPV6",0,0,0,0,0,0,0,0,0
"TRRAP",3,3,3,3,3,3,3,3,3
"TRUB1",22,21,20,17,14,16,16,14,13
"TRUB2",21,21,25,28,25,33,30,32,32
"TSACC",2,2,2,2,1,1,1,0,1
"TSC1",36,32,30,28,23,23,23,19,19
"TSC2",8,7,8,8,7,9,8,8,9
"TSC22D1",18,17,16,16,13,15,15,11,13
"TSC22D1-AS1",0,0,0,0,0,0,0,0,0
"TSC22D2",32,33,31,29,22,22,22,17,17
"TSC22D3",142,134,128,118,98,98,95,84,85
"TSC22D4",0,0,0,0,0,0,0,0,0
"TSEN15",61,59,61,59,47,53,54,44,55
"TSEN2",19,23,19,22,21,23,25,22,27
"TSEN34",10,11,9,9,7,8,6,6,7
"TSEN54",2,3,3,3,3,4,4,3,5
"TSFM",41,40,45,44,36,44,43,40,43
"TSG1",0,0,0,0,0,0,0,0,0
"TSG101",122,124,118,108,94,102,100,86,90
"TSGA10",0,0,0,0,0,0,0,0,0
"TSGA10IP",0,0,0,0,0,0,0,0,0
"TSGA13",0,0,0,0,0,0,0,0,0
"TSHB",0,0,0,0,0,0,0,0,0
"TSHR",0,0,0,0,0,0,0,0,0
"TSHZ1",3,3,4,4,3,4,4,3,4
"TSHZ2",0,0,0,0,0,0,0,0,0
"TSHZ3",6,7,7,8,8,9,10,10,11
"TSIX",0,0,0,0,0,0,0,0,0
"TSKS",0,0,0,0,0,0,0,0,0
"TSKU",3,4,4,5,3,5,6,5,6
"TSLP",0,0,0,0,0,0,1,1,1
"TSN",73,73,73,77,65,77,73,70,75
"TSNARE1",0,0,0,0,0,0,0,0,0
"TSNAX",49,46,47,46,40,47,45,41,45
"TSNAX-DISC1",0,0,0,0,0,0,0,0,0
"TSNAXIP1",0,0,0,0,0,0,0,0,0
"TSPAN1",0,1,1,2,3,3,3,4,4
"TSPAN10",0,0,0,0,0,0,0,0,0
"TSPAN11",0,0,0,0,0,0,0,0,0
"TSPAN12",19,15,15,14,11,11,10,7,8
"TSPAN13",0,0,0,0,0,0,0,0,0
"TSPAN14",32,30,25,21,15,15,11,7,5
"TSPAN15",0,0,0,0,0,0,0,0,0
"TSPAN16",0,0,0,0,0,0,0,0,0
"TSPAN17",4,3,3,4,4,4,4,5,4
"TSPAN18",2,1,1,1,1,1,1,0,0
"TSPAN19",0,0,0,0,0,0,0,0,0
"TSPAN2",15,13,11,9,7,7,5,4,2
"TSPAN3",139,126,117,110,87,88,84,70,66
"TSPAN31",53,51,46,44,36,36,31,26,26
"TSPAN32",0,0,0,0,0,0,0,0,0
"TSPAN33",8,6,6,4,4,4,2,1,1
"TSPAN4",2,2,3,3,3,5,3,2,3
"TSPAN5",12,15,18,22,23,31,31,32,39
"TSPAN6",70,63,61,59,49,50,47,39,41
"TSPAN7",173,153,133,116,84,72,59,36,26
"TSPAN8",0,0,0,0,0,0,0,0,0
"TSPAN9",4,4,3,3,2,2,2,1,1
"TSPEAR",0,0,0,0,0,0,0,0,0
"TSPO",157,162,175,177,164,189,204,186,204
"TSPO2",0,0,0,0,0,0,0,0,0
"TSPY1",0,0,0,0,0,0,0,0,0
"TSPY2",0,0,0,0,0,0,0,0,0
"TSPY26P",0,0,0,0,0,0,0,0,0
"TSPY3",0,0,0,0,0,0,0,0,0
"TSPY4",0,0,0,0,0,0,0,0,0
"TSPY8",0,0,0,0,0,0,0,0,0
"TSPYL1",182,172,169,161,132,147,139,124,128
"TSPYL2",6,7,7,7,6,7,7,6,7
"TSPYL4",6,5,5,4,3,3,2,2,2
"TSPYL5",4,3,3,3,2,2,2,1,2
"TSPYL6",1,0,0,0,0,0,0,0,0
"TSR1",31,35,39,39,37,42,48,42,47
"TSR2",72,69,66,62,57,63,56,51,55
"TSR3",5,4,6,5,5,6,5,5,7
"TSSC1",30,30,30,38,33,35,42,36,40
"TSSC4",8,6,5,5,3,5,2,2,1
"TSSK1B",0,0,0,0,0,0,0,0,0
"TSSK2",0,0,0,0,0,0,0,0,0
"TSSK3",0,0,0,0,0,0,0,0,0
"TSSK4",1,1,1,1,1,1,1,1,0
"TSSK6",0,0,0,0,0,0,0,0,0
"TST",22,20,22,24,21,21,24,23,24
"TSTA3",20,21,26,30,30,36,43,40,43
"TSTD1",166,161,139,148,120,123,138,104,109
"TSTD2",12,12,11,11,10,11,11,10,10
"TSTD3",1,1,1,2,2,1,2,2,3
"TTBK1",0,0,0,0,0,0,0,0,0
"TTBK2",3,3,3,2,2,2,2,1,1
"TTC1",182,179,176,166,136,158,157,141,145
"TTC12",1,1,2,3,3,4,4,5,6
"TTC13",6,6,6,6,5,6,5,5,5
"TTC14",19,15,16,14,12,12,11,9,9
"TTC16",0,0,0,0,0,0,0,0,0
"TTC17",18,15,16,14,12,13,13,10,11
"TTC18",1,1,1,1,1,0,1,0,0
"TTC19",20,22,22,22,20,23,22,22,22
"TTC21A",0,0,0,0,0,0,0,0,0
"TTC21B",12,12,13,13,11,13,14,11,13
"TTC22",0,0,0,0,0,0,0,0,0
"TTC23",4,4,4,4,3,3,3,3,3
"TTC23L",0,0,0,0,0,0,0,0,0
"TTC24",1,1,0,0,0,0,0,0,0
"TTC25",1,2,1,2,1,1,2,2,2
"TTC26",11,11,11,11,9,10,10,9,10
"TTC27",20,19,22,22,21,26,28,25,28
"TTC28",2,3,3,3,3,3,3,3,4
"TTC28-AS1",12,16,15,13,14,18,18,17,17
"TTC29",0,0,0,0,0,0,0,0,0
"TTC3",82,76,69,67,54,59,55,48,47
"TTC30A",1,1,1,0,0,0,0,0,0
"TTC30B",2,2,3,2,2,3,3,3,4
"TTC31",4,5,5,5,5,6,6,4,6
"TTC32",6,9,10,12,11,14,16,16,17
"TTC33",6,6,6,5,4,5,4,4,5
"TTC34",0,0,0,0,0,0,0,0,0
"TTC36",0,0,0,0,0,0,0,0,0
"TTC37",59,59,57,57,51,58,56,50,55
"TTC38",3,5,4,4,4,4,4,3,3
"TTC39A",0,0,0,0,0,0,0,0,0
"TTC39B",2,2,2,3,2,3,3,3,4
"TTC39C",33,34,33,34,30,35,34,32,34
"TTC3P1",3,2,3,2,2,2,2,2,2
"TTC4",39,42,45,48,45,54,55,51,61
"TTC40",0,0,0,0,0,0,0,0,0
"TTC5",36,36,31,29,24,27,24,19,22
"TTC7A",3,4,3,4,3,3,4,3,3
"TTC7B",9,8,7,7,5,5,5,3,3
"TTC8",6,9,11,14,15,17,19,20,23
"TTC9",11,9,8,7,5,4,3,2,1
"TTC9B",0,0,0,0,0,0,0,0,0
"TTC9C",52,47,48,48,42,47,43,41,42
"TTF1",15,15,16,14,14,15,16,16,17
"TTF2",3,6,8,10,10,12,16,14,16
"TTI1",10,11,12,11,12,15,16,16,19
"TTI2",33,33,37,39,36,40,41,40,43
"TTK",6,11,17,20,23,31,35,36,43
"TTL",29,35,43,50,48,59,63,63,73
"TTLL1",7,9,7,7,7,6,6,5,6
"TTLL10",0,0,0,0,0,0,0,0,0
"TTLL11",0,0,0,0,0,0,0,0,0
"TTLL12",5,6,6,6,6,7,8,8,8
"TTLL13",0,0,0,0,0,0,0,0,0
"TTLL2",0,0,0,0,0,0,0,0,0
"TTLL3",2,2,2,1,1,1,1,1,1
"TTLL4",2,2,2,3,3,3,3,4,4
"TTLL5",13,14,16,17,15,17,18,16,18
"TTLL6",0,0,0,0,0,0,0,0,0
"TTLL7",11,11,11,10,7,8,8,6,6
"TTLL9",0,0,0,0,0,0,0,0,0
"TTN",124,109,92,78,55,50,37,23,13
"TTN-AS1",0,1,0,1,1,1,1,1,1
"TTPA",0,0,1,1,0,1,1,1,1
"TTPAL",11,11,11,10,7,9,9,8,8
"TTR",0,0,0,0,0,0,0,0,0
"TTTY1",0,0,0,0,0,0,0,0,0
"TTTY10",0,0,0,0,0,0,0,0,0
"TTTY11",0,0,0,0,0,0,0,0,0
"TTTY12",0,0,0,0,0,0,0,0,0
"TTTY13",0,0,0,0,0,0,0,0,0
"TTTY14",0,0,0,0,0,0,0,0,0
"TTTY15",0,0,0,0,0,0,0,0,0
"TTTY16",0,0,0,0,0,0,0,0,0
"TTTY17A",0,0,0,0,0,0,0,0,0
"TTTY17B",0,0,0,0,0,0,0,0,0
"TTTY18",0,0,0,0,0,0,0,0,0
"TTTY19",0,0,0,0,0,0,0,0,0
"TTTY1B",0,0,0,0,0,0,0,0,0
"TTTY2",0,0,0,0,0,0,0,0,0
"TTTY20",0,0,0,0,0,0,0,0,0
"TTTY21B",0,0,0,0,0,0,0,0,0
"TTTY22",0,0,0,0,0,0,0,0,0
"TTTY23",0,0,0,0,0,0,0,0,0
"TTTY3B",0,0,0,0,0,0,0,0,0
"TTTY4B",0,0,0,0,0,0,0,0,0
"TTTY4C",0,0,0,0,0,0,0,0,0
"TTTY5",0,0,0,0,0,0,0,0,0
"TTTY6",0,0,0,0,0,0,0,0,0
"TTTY6B",0,0,0,0,0,0,0,0,0
"TTTY7",0,0,0,0,0,0,0,0,0
"TTTY7B",0,0,0,0,0,0,0,0,0
"TTTY8",0,0,0,0,0,0,0,0,0
"TTTY9B",0,0,0,0,0,0,0,0,0
"TTYH1",0,0,0,0,0,0,0,0,0
"TTYH2",0,0,0,0,0,0,0,0,0
"TTYH3",5,4,4,3,3,2,2,1,1
"TUB",4,5,5,6,6,7,8,8,8
"TUBA1A",7190,6424,5610,5260,4013,4040,3474,2652,2363
"TUBA1B",1625,1681,1902,2183,1987,2620,2635,2583,3021
"TUBA1C",520,571,619,649,611,736,765,738,815
"TUBA3C",0,0,0,0,0,0,0,0,0
"TUBA3D",0,0,0,0,0,0,0,0,0
"TUBA3E",0,0,0,0,0,0,0,0,0
"TUBA3FP",1,1,1,2,2,2,2,1,2
"TUBA4A",17,20,18,21,22,27,27,27,27
"TUBA4B",0,0,0,0,0,0,0,0,0
"TUBA8",0,0,0,0,0,0,0,0,0
"TUBAL3",0,0,0,0,0,0,0,0,0
"TUBB",1302,1364,1416,1473,1360,1588,1651,1561,1722
"TUBB1",5,4,4,3,3,3,2,2,2
"TUBB2A",46,41,38,40,30,34,33,31,27
"TUBB2B",5,5,4,3,2,3,2,2,1
"TUBB3",129,114,120,109,98,108,105,95,97
"TUBB4A",0,0,0,0,0,0,0,0,0
"TUBB4B",318,368,399,445,421,516,540,519,591
"TUBB6",1118,1017,924,841,659,662,585,450,420
"TUBB8",0,0,0,0,0,0,0,0,0
"TUBBP5",0,0,0,0,0,0,0,0,0
"TUBD1",3,3,3,3,3,3,4,3,4
"TUBE1",10,11,10,13,11,14,15,14,15
"TUBG1",98,110,122,130,126,144,158,152,176
"TUBG2",10,12,13,15,14,18,19,18,18
"TUBGCP2",10,10,9,8,7,8,7,6,6
"TUBGCP3",8,11,12,14,15,18,21,20,25
"TUBGCP4",32,30,30,29,24,26,25,22,22
"TUBGCP5",31,28,27,27,24,25,25,21,20
"TUBGCP6",3,3,2,2,2,2,1,1,1
"TUFM",121,119,113,118,99,120,117,105,114
"TUFT1",91,78,72,70,53,56,49,39,39
"TUG1",36,34,35,33,30,34,35,31,32
"TULP1",0,0,0,0,0,0,0,0,0
"TULP2",0,0,0,0,0,0,0,0,0
"TULP3",88,82,73,69,56,58,54,44,42
"TULP4",98,88,78,71,54,54,47,35,32
